loyer,adresse,cuisine_equipee,type,parking,chambres,surface_m2,url,label,latitude,longitude
754,"11 Rue des Bleuets, 34000 Montpellier",oui,T2,oui,1,46.7,https://www.seloger.com/annonces/locations/appartement/montpellier-34/249573765.htm,Beaux-Arts,,
